0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
20.0,25.0,36.666666666666664,32.5,32.0,30.0,28.571428571428573,25.0,24.444444444444443,26.0,30.0,30.0,30.76923076923077,30.714285714285715,30.666666666666668,31.875,32.35294117647059,32.22222222222222,33.68421052631579,35.0
50.0,60.0,50.0,50.0,46.0,50.0,51.42857142857143,51.25,52.22222222222222,52.0,51.81818181818182,53.333333333333336,53.84615384615385,52.142857142857146,53.333333333333336,53.125,52.35294117647059,53.333333333333336,54.21052631578947,55.0
10.0,15.0,16.666666666666668,17.5,16.0,15.0,20.0,23.75,25.555555555555557,26.0,26.363636363636363,25.0,23.846153846153847,24.285714285714285,25.333333333333332,25.0,25.88235294117647,25.0,24.736842105263158,24.5
20.0,40.0,50.0,47.5,48.0,45.0,48.57142857142857,48.75,47.77777777777778,46.0,46.36363636363637,47.5,47.69230769230769,47.142857142857146,48.0,50.0,48.8235294117647,48.333333333333336,47.89473684210526,48.5
10.0,20.0,16.666666666666668,35.0,36.0,36.666666666666664,38.57142857142857,37.5,37.77777777777778,42.0,40.0,40.0,40.0,40.714285714285715,40.0,41.25,41.1764705882353,42.22222222222222,40.526315789473685,39.5
30.0,25.0,20.0,25.0,28.0,28.333333333333332,31.428571428571427,31.25,35.55555555555556,37.0,36.36363636363637,35.0,36.92307692307692,36.42857142857143,36.666666666666664,36.25,36.470588235294116,37.77777777777778,37.36842105263158,37.5
30.0,40.0,33.333333333333336,35.0,38.0,35.0,32.857142857142854,36.25,34.44444444444444,36.0,38.18181818181818,40.0,39.23076923076923,40.0,40.0,39.375,41.1764705882353,42.22222222222222,44.21052631578947,45.5
40.0,35.0,40.0,40.0,48.0,51.666666666666664,48.57142857142857,48.75,47.77777777777778,51.0,51.81818181818182,52.5,52.30769230769231,50.714285714285715,50.0,48.125,48.23529411764706,47.22222222222222,48.94736842105263,49.0
20.0,25.0,30.0,30.0,32.0,31.666666666666668,30.0,28.75,26.666666666666668,25.0,24.545454545454547,24.166666666666668,23.846153846153847,24.285714285714285,22.666666666666668,23.75,25.294117647058822,25.0,24.736842105263158,25.5
20.0,25.0,16.666666666666668,12.5,12.0,11.666666666666666,12.857142857142858,13.75,13.333333333333334,13.0,12.727272727272727,12.5,12.307692307692308,15.0,14.0,17.5,18.235294117647058,18.333333333333332,17.36842105263158,17.5
50.0,35.0,33.333333333333336,35.0,36.0,40.0,47.142857142857146,50.0,46.666666666666664,46.0,48.18181818181818,44.166666666666664,42.30769230769231,42.857142857142854,44.0,44.375,44.11764705882353,43.888888888888886,43.68421052631579,42.5
30.0,30.0,36.666666666666664,40.0,42.0,45.0,44.285714285714285,43.75,44.44444444444444,42.0,41.81818181818182,40.833333333333336,40.76923076923077,40.0,40.666666666666664,40.625,39.411764705882355,38.333333333333336,38.421052631578945,38.5
20.0,20.0,30.0,32.5,36.0,35.0,34.285714285714285,37.5,40.0,39.0,38.18181818181818,36.666666666666664,36.92307692307692,37.857142857142854,39.333333333333336,38.125,38.23529411764706,39.44444444444444,39.473684210526315,39.5
30.0,25.0,30.0,27.5,26.0,28.333333333333332,30.0,28.75,27.77777777777778,29.0,28.181818181818183,27.5,30.0,30.714285714285715,32.666666666666664,33.125,33.529411764705884,33.333333333333336,31.57894736842105,31.0
0.0,10.0,10.0,17.5,20.0,18.333333333333332,17.142857142857142,17.5,16.666666666666668,18.0,18.181818181818183,18.333333333333332,16.923076923076923,17.142857142857142,18.0,18.75,18.235294117647058,19.444444444444443,18.42105263157895,20.0
50.0,55.0,50.0,47.5,52.0,53.333333333333336,52.857142857142854,56.25,54.44444444444444,52.0,51.81818181818182,52.5,52.30769230769231,52.142857142857146,52.0,53.125,52.94117647058823,52.77777777777778,52.63157894736842,52.5
40.0,40.0,33.333333333333336,42.5,42.0,41.666666666666664,42.857142857142854,43.75,46.666666666666664,46.0,45.45454545454545,45.0,43.07692307692308,42.142857142857146,43.333333333333336,43.75,43.529411764705884,42.22222222222222,43.1578947368421,44.5
50.0,45.0,43.333333333333336,52.5,46.0,43.333333333333336,40.0,43.75,44.44444444444444,46.0,49.09090909090909,48.333333333333336,48.46153846153846,49.285714285714285,48.666666666666664,47.5,47.64705882352941,47.77777777777778,48.421052631578945,48.0
50.0,50.0,46.666666666666664,42.5,42.0,43.333333333333336,41.42857142857143,40.0,38.888888888888886,40.0,40.90909090909091,38.333333333333336,37.69230769230769,37.142857142857146,36.666666666666664,36.25,36.470588235294116,36.666666666666664,36.31578947368421,36.0
30.0,15.0,16.666666666666668,20.0,18.0,18.333333333333332,18.571428571428573,20.0,23.333333333333332,27.0,30.0,30.833333333333332,30.0,31.428571428571427,32.666666666666664,30.625,28.823529411764707,27.22222222222222,27.36842105263158,29.5
70.0,55.0,56.666666666666664,57.5,60.0,63.333333333333336,62.857142857142854,61.25,60.0,60.0,60.90909090909091,60.833333333333336,60.76923076923077,60.0,59.333333333333336,58.75,57.64705882352941,57.77777777777778,57.36842105263158,58.0
30.0,55.0,53.333333333333336,47.5,48.0,43.333333333333336,42.857142857142854,43.75,43.333333333333336,47.0,47.27272727272727,45.0,47.69230769230769,49.285714285714285,50.0,47.5,45.88235294117647,43.333333333333336,43.1578947368421,42.5
50.0,40.0,40.0,42.5,48.0,50.0,54.285714285714285,56.25,56.666666666666664,56.0,56.36363636363637,57.5,57.69230769230769,55.0,53.333333333333336,53.125,52.35294117647059,51.111111111111114,51.578947368421055,52.0
40.0,55.0,60.0,57.5,60.0,56.666666666666664,54.285714285714285,52.5,53.333333333333336,54.0,53.63636363636363,54.166666666666664,56.15384615384615,56.42857142857143,58.666666666666664,57.5,57.05882352941177,57.77777777777778,58.421052631578945,59.0
30.0,35.0,40.0,42.5,46.0,46.666666666666664,45.714285714285715,48.75,48.888888888888886,46.0,45.45454545454545,45.0,44.61538461538461,46.42857142857143,48.0,48.125,48.23529411764706,47.22222222222222,46.8421052631579,47.5
40.0,55.0,60.0,52.5,48.0,46.666666666666664,50.0,51.25,53.333333333333336,53.0,53.63636363636363,50.0,50.0,47.857142857142854,48.0,46.875,48.23529411764706,47.77777777777778,48.421052631578945,49.0
20.0,30.0,26.666666666666668,22.5,26.0,30.0,28.571428571428573,30.0,27.77777777777778,30.0,28.181818181818183,29.166666666666668,30.0,32.142857142857146,33.333333333333336,33.125,32.94117647058823,32.77777777777778,32.63157894736842,32.5
50.0,55.0,50.0,47.5,44.0,50.0,48.57142857142857,48.75,50.0,49.0,48.18181818181818,50.0,49.23076923076923,50.0,48.666666666666664,50.625,50.0,49.44444444444444,48.94736842105263,50.0
30.0,50.0,53.333333333333336,52.5,52.0,48.333333333333336,51.42857142857143,50.0,48.888888888888886,48.0,46.36363636363637,45.833333333333336,45.38461538461539,44.285714285714285,45.333333333333336,43.75,44.11764705882353,46.111111111111114,45.78947368421053,45.5
70.0,55.0,56.666666666666664,55.0,48.0,48.333333333333336,47.142857142857146,46.25,44.44444444444444,46.0,47.27272727272727,47.5,48.46153846153846,47.857142857142854,50.0,50.625,52.35294117647059,52.22222222222222,53.1578947368421,52.5
70.0,50.0,43.333333333333336,35.0,36.0,35.0,38.57142857142857,33.75,32.22222222222222,35.0,34.54545454545455,35.0,35.38461538461539,37.142857142857146,37.333333333333336,35.0,35.294117647058826,35.55555555555556,34.73684210526316,33.0
50.0,30.0,30.0,30.0,30.0,35.0,32.857142857142854,31.25,32.22222222222222,32.0,32.72727272727273,34.166666666666664,35.38461538461539,35.0,36.0,38.125,38.8235294117647,38.333333333333336,37.89473684210526,37.5
20.0,20.0,30.0,32.5,28.0,31.666666666666668,31.428571428571427,31.25,32.22222222222222,36.0,35.45454545454545,35.0,35.38461538461539,37.857142857142854,37.333333333333336,36.25,35.88235294117647,35.55555555555556,34.21052631578947,35.0
20.0,30.0,36.666666666666664,37.5,36.0,36.666666666666664,32.857142857142854,32.5,34.44444444444444,35.0,34.54545454545455,36.666666666666664,35.38461538461539,35.714285714285715,36.0,36.25,37.64705882352941,38.888888888888886,39.473684210526315,40.0
20.0,25.0,30.0,32.5,30.0,33.333333333333336,35.714285714285715,35.0,33.333333333333336,30.0,31.818181818181817,33.333333333333336,32.30769230769231,34.285714285714285,34.666666666666664,34.375,34.705882352941174,35.55555555555556,35.78947368421053,36.0
50.0,40.0,40.0,35.0,38.0,40.0,40.0,43.75,47.77777777777778,49.0,49.09090909090909,47.5,45.38461538461539,45.714285714285715,46.666666666666664,46.25,47.05882352941177,46.666666666666664,45.26315789473684,45.0
10.0,20.0,26.666666666666668,27.5,28.0,28.333333333333332,30.0,31.25,31.11111111111111,30.0,29.09090909090909,27.5,26.923076923076923,29.285714285714285,30.0,33.125,33.529411764705884,33.888888888888886,34.21052631578947,34.5
40.0,45.0,43.333333333333336,47.5,50.0,48.333333333333336,45.714285714285715,46.25,45.55555555555556,43.0,44.54545454545455,41.666666666666664,41.53846153846154,40.714285714285715,42.0,43.125,42.35294117647059,42.77777777777778,42.10526315789474,42.5
40.0,50.0,50.0,47.5,44.0,46.666666666666664,45.714285714285715,43.75,42.22222222222222,42.0,43.63636363636363,44.166666666666664,41.53846153846154,40.714285714285715,40.0,41.25,40.0,40.0,40.0,39.5
40.0,30.0,43.333333333333336,42.5,42.0,43.333333333333336,47.142857142857146,46.25,45.55555555555556,45.0,45.45454545454545,43.333333333333336,43.07692307692308,43.57142857142857,46.0,47.5,46.470588235294116,47.22222222222222,47.36842105263158,47.0
20.0,20.0,26.666666666666668,30.0,32.0,31.666666666666668,31.428571428571427,31.25,31.11111111111111,29.0,28.181818181818183,29.166666666666668,30.0,29.285714285714285,29.333333333333332,30.625,30.58823529411765,31.11111111111111,31.05263157894737,31.0
40.0,35.0,40.0,37.5,38.0,41.666666666666664,37.142857142857146,35.0,37.77777777777778,41.0,40.90909090909091,40.0,40.0,39.285714285714285,40.666666666666664,41.25,40.588235294117645,41.111111111111114,41.578947368421055,41.5
90.0,75.0,63.333333333333336,67.5,56.0,50.0,51.42857142857143,51.25,47.77777777777778,46.0,45.45454545454545,48.333333333333336,50.0,49.285714285714285,49.333333333333336,48.75,49.411764705882355,46.666666666666664,45.78947368421053,45.5
50.0,65.0,70.0,75.0,72.0,68.33333333333333,67.14285714285714,67.5,66.66666666666667,68.0,67.27272727272727,67.5,66.92307692307692,65.0,66.0,66.875,65.29411764705883,65.0,64.21052631578948,63.5
30.0,15.0,20.0,20.0,24.0,26.666666666666668,24.285714285714285,27.5,28.88888888888889,29.0,28.181818181818183,28.333333333333332,28.46153846153846,28.571428571428573,27.333333333333332,26.875,26.470588235294116,26.11111111111111,27.36842105263158,27.0
20.0,25.0,16.666666666666668,20.0,22.0,21.666666666666668,21.428571428571427,25.0,23.333333333333332,24.0,25.454545454545453,26.666666666666668,29.23076923076923,29.285714285714285,29.333333333333332,28.75,29.41176470588235,28.333333333333332,27.894736842105264,28.0
